SMILES,SENTENCE
COC(=O)C1(C)CCCC2(C1CC=C1C2CCC(C1)C(C)C)C,74
CCCc1c(C)nccn1,73
CC(=O)C1CCCCC1,47
OCc1ccccc1,42
O=c1cc[nH]cc1,8
CCC(C(=O)OCc1ccccc1)C,86
CC1CCOC2(CCCCC2)O1,21
CC(=O)OC(C)(C)Cc1ccccc1,58
CCCCCC(C)C(=O)O,24
CCCCCCCCCCCCCCCCCC(=O)OCC(CO)O,74
C1CCCCCCCOC(=O)/C=C/CCCC1,96
O=CCC(c1cccc(c1)C(C)C)C,47
CSCCCOC(=O)CS,94
CCOC(=O)C(C)S,2
OCCCCCCCCC=C,47
C=CCC1(C(C)(C)CCCCC1(C)C)O,71
C=C(C)[C@@H]1CCC2=CC(=O)C[C@@H](C)[C@]2(C)C1,52
CCCCOC(=O)C(C)CC,54
CCCC(CC=O)S,91
CC(=O)O[C@@H]1C[C@@H]2CC[C@@]1(C)C2(C)C,96
CC(=Cc1ccccc1)C=O,14
CCSCCCO,95
COCCOc1ccc(cc1)C,55
Cc1cc(C(=O)C)c(C)s1,18
CC(OC(=O)C)CCC1C(C)CCCC1(C)C,108
C=CCc1cc(c(c(c1)OC)OC)OC,94
COc1ccc(cc1)COC(=O)C(C)C,96
CCOc1ccc(cc1OC)/C=C/C,96
CC1CCc2c(C1)occ2C.CC1CCC(C(C1)OC(=O)C)C(C)C.CC1CCC(=C(C)C)C(=O)C1.CC1CCC(C(=O)C1)C(C)C.CC1CCC(C(C1)O)C(C)C.CC1CCC2(CC1)OCC2C,36
CCCC1OCCC(C)S1,2
CCCC=CCC1CCCC1=O,58
CCCC=CC(=O)OCC=C,54
O=C1CCCCCCCCOCCCCCCO1,71
C=C[C@@](CCC=C(C)C)(O)C,47
CC1CC(C)(CO1)c1ccccc1,54
O=CCCCCC/C=C\CC,28
C=C1CCC(/C(=C\CC2C1CC2(C)C)/C)OC(=O)C,47
CCC(S)SC(CC)S,2
CCCC1CCC(C(C1)OC)O,55
CC(=CCc1c(ccc2ccc(=O)oc12)OC)C,39
C=CC(=C)CC/C=C(/CCC=C(C)C)\C,28
CC1(C)COC2(OC1)CCCCC2,21
CCCCCCCCCCCCCCCC(=O)OCC(CCCC)CC,74
Cc1ccc2c(c1)oc(=O)cc2,96
CCCCC[C@@H](C=C)O,77
C=C(C)C(CCC(C)CCO)O,89
CCC1OC(C(O1)C)C,47
CC1C2Cc3ccccc3C2OC(C)O1,46
CCCCC/C=C\CCCOC(=O)C,75
OC1CCC2C(C1)CCCC2,29
CCCC[C@H](CC)C(=O)O,96
CC(c1ccccc1)CCC(=O)C,11
CC1CCC2(O1)C(=C)C=CCC2(C)C,108
Cc1ccnc2ccccc12,18
CCCCC(OCCCC)OCCCC,96
CCC(CCOC(=O)/C(=C/C)/C)C,55
Cc1c(C)c(c(c(c1C)N(=O)=O)C(C)(C)C)N(=O)=O,71
c1ccc(cc1)C(=O)c1ccc2ccccc2c1,25
CC(CCC1(C)OCC=CCO1)C,55
C1CCCCCC=CCCCC1,97
CC(=O)c1cnc(C)o1,73
CCC(=O)OC1CC(C)CCC1C(C)C,36
CC(C)C(=O)OC,42
CCCSC(=O)C,2
CCC(C)C(=O)OC/C=C(\C)/CCC=C(C)C,10
C[C@@H](CCC=C(C)C)CCOC(=O)C,47
CC(=O)CCC(=O)OC,22
CCCC(=O)OCCCSC,100
CCCCCCCCCCC(OCC)OCC,47
Cc1cc(c(C)o1)SC(=O)c1ccco1,32
CCOC(=O)CCS,8
CCC(=O)OCCC(C)CCC=C(C)C,46
CC1COC(C)O1,48
CC1CC(=O)OC1CCCCC,48
Cc1ccc(c(c1O)C)C,80
Cc1scnc1C,95
CC(CC(=O)Cc1ccccc1)C,86
CCc1nc(C)cnc1CC,54
CCCC(CCOC(=O)C)SC(=O)C,2
COC1CC2CC1C1C=CCC21,67
CCCCCCCCSC,40
CCCCCCC(C/C=C\CCCCCCCC(=O)OC(COC(=O)CCCCCCC/C=C\CC(CCCCCC)O)COC(=O)CCCCCCC/C=C\CC(CCCCCC)O)O,75
CCCCCCCOCC(=O)CO,70
CC(C)(C)O,21
CC(C)CCCCCCCCCCOC(/C=C(\C)/CCC=C(C)C)OCCCCCCCCCCC(C)C,62
CC(=O)OCC(=O)C,48
O=CC1CC(=CC(C1C)C)C,54
C=CC(=C)CC(CC(C)C)O,62
CCOC(CCSC)OCC,84
CC1=CCC(CC#N)C1(C)C,86
C=CC(OC(=O)Cc1ccccc1)(CCC=C(C)C)C,89
CC/C=C\CCOC(=O)C=C(C)C,10
CC(C)CCCC(C)CCOC(=O)C,47
CCCCC(=O)Oc1ccccc1,66
CC(C)[C@H]1CCC(=C)[C@@H]2CCC(=C[C@H]12)C,55
CCOc1cc(ccc1O)C=O,101
CC(C)CC1CC(C)CCO1,49
O[C@@H]1CC[C@@H](CC1)C(C)(C)C,71
O=C1CCCCCCCCCCOCCCCO1,71
CC1CCC2(C(C1)C)CCC(=O)CC2,108
CC1(C)[C@H](C[C@H]2C[C@@]2(C)CO)C[C@H]2C[C@@]12C,100
CC1OCCC21SC1C(S2)(C)OCC1,95
CCCCOC(=O)C(C)OC(=O)CCC,38
CCC(=O)OCCC(C)CCCC(=C)C,49
CC(CN)O,90
C/C(=C\C=C1C(=O)C(CC(C1=O)C(C)(C)C)C(C)(C)C)/C=C/C=C(/C=C/C1=C(C)CCCC1(C)C)\C,60
C=C1C2CC(C[C@@H]1O)C2(C)C,55
CCCCC1C2=C(C=CCC2)C(=O)O1,55
CCCCC(C(=O)C)C(=O)OCC,107
CC1=CCC(CC1)C(O)(C)C,86
Cc1cc(c(o1)C(=O)C)C,73
O=C/C=C/c1ccc(cc1)C,96
CC1(C)SC(C)(C)SC(S1)(C)C,95
CC(C)CCOC(=O)Cc1ccccc1,56
C/C=C/CC/C=C/CCC(=O)OC,43
CCCCCCCCCCCCCCCC(=O)OCCC(C)C,75
CCSSSCC,2
CCC(C)c1cnc(C)c(C)n1,47
COC(=O)c1ccccc1N=Cc1ccccc1,96
CCC(=O)c1ccc[nH]1,22
CCCOc1cncc(n1)C,54
CC[C@@H](C)C(=O)OCC,48
CCOC(=O)CC(C)SCC,68
CC/C=C/CCO,60
C=C(C)C1CCC(C)CC1OC(=O)C,108
C[C@@H]1CC[C@H](C(=O)C1)C(SC(=O)C)(C)C,14
CCCC(=O)OCC(COC(=O)CCC)OC(=O)CCC,24
CC1C=Cc2c1nccn2,88
CC(C)C1=CCC(=CC1)C,98
c1ccc(cc1)CCCc1cccnc1,54
CCCC/C=C/C(=O)OCC,67
CC(=O)OC(CCc1ccccc1)(C)C,47
CC(CC(=O)/C=C/C1C(=CCCC1(C)C)C)C,108
CC(C)C(=O)OCc1ccccc1,58
OC1C[C@H]2C([C@]1(C)CC2)(C)C.C=CC(CCC=C(C)C)C.C=CCc1ccc(c(c1)OC)OC.OC/C=C(\CCC=C(C)C)/C.O=C/C=C(\CCC=C(C)C)/C,62
CCCCCCCCCCCCCCCO,75
CC(C)CC(Cc1ccccc1)O,54
CC12CCCC3(CC1)C2(C)CCC1C3(C)O1,39
CCC(c1nccs1)C,102
CC1(C)COC2C(C1(C)C)C1CCCCC1CC2,5
O=C/C=C(\CCC=C(C)C)/C,47
CC1=CCC(CC1)C(C)C=O,94
CCCCC/C=C(\C)/C=O,48
CCCCCCC(C(=O)C)CO,96
CCn1cccc1C=O,18
O=C1C=C2C(C3([C@H]1C[C@@H](O)[C@H](C3)O)C)CCC1(C2(O)CCC1C(=O)C)C,71
C=CCC(C)O,48
c1ccc(cc1)C(=Nc1ccccc1C(=O)O)O,48
CC(C)CCC(COC(=O)C(C)C)C(C)C,48
CC1(C)CC(C)(C=O)C2=CCCCC12,55
CCCC(C(=O)CCC)O,96
[NH4+].[NH4+].[S-2],95
CC(C)CC(=O)OC,96
C/C(=C\CC1CC=C(C)C1(C)C)/C(C)O,75
CC(=C1CC2C(=CC(CC(C)C2C1)OC=O)C)C,108
O=C1CSCC1,95
O=C(Cc1ccccc1)OCC1CCCO1,56
COC1(C)CCCCCCCCCCC1,108
CCC(=CCCC(=CC#N)C)C,62
OCC1CCC=CC1,75
CCCCOC(=O)C(O)C,84
Cc1cnc(C)s1,73
C=CCC(C=C(C=O)CC)CC,47
Cc1ccc2c(c1)CCCN2,86
CC(=O)OC(C)(C)C,48
CC(CCCC(C)C)CCCC(CCCC(=O)C)C,105
CC(C)C12CC2C(C)C(=O)C1,108
O=Cc1ccc(c(c1)OC(C)C)O,101
Oc1cccc(c1)O,80
CC(=CCC/C(=C/CC/C(=C/COC(=O)C)/C)/C)C,105
CCOC(=O)C(CC)C,10
CCC(C)(C)C1CCC(=O)CC1,39
COC(=O)CC(=O)OC,10
CC(C1CCC(=O)C=C1)C,47
CCOc1ccc2c(c1)cccc2,96
C/C=C/C=C/COC(=O)CCC,107
CC(C)CC1C2CCCC=C2C(=O)O1,55
CC1CC(=O)C(=C1C)O,22
CC(C)c1ccc2c(cccn2)c1,53
CC1CCC2C3(CCC4C(C4(C)C)C13C)O2,71
CC(C)OCCOC(=O)c1ccccc1O,96
C/C=C/C=C/C=C/C=C/CCCCCCO,96
CCCCCCCC1CC=CC(=O)O1,31
OC/C(=C\CCC1(C)C2CCC(C1=C)C2)/C,108
CC1(C)[C@H]2CC=C(CO)[C@@H]1C2,86
O=C1CCC2=C(O1)CCCC2,48
O=C1C[C@@H]2C([C@@]1(C)CC2)(C)C,47
CC(=CCCC(=O)C)CCC=C(C)C,48
CCOC(=O)CCCCSC,95
CC1=C(CCC(=O)C)C(C)(C)CC=C1,46
CCOC(=O)C(CC(=O)OCC)(CC(=O)OCC)O,74
OCCOc1ccc(cc1N)N.Cl.Cl,74
CC(c1ccc(cc1)C1OCCO1)(C)C,96
O=CCc1c(C)ccc2c1cccc2,11
CCCC1CC(C)CC(=O)C1,47
CCCCCCCCOC(=O)/C=C/C,47
c1ccc(cc1)CCCOC(=O)Cc1ccccc1,11
CC1CCCC2(CCC(=O)O2)C1,101
Cc1ccccc1SSC,95
CCCCC[C@H](C)CCC(=O)O,8
CCCCCC(=O)OC(C)(C=C)CCC=C(C)C,54
CCCSSC,94
O=Cc1ccc(cc1O)C,80
CCOC(C(C)C)OCC,10
CCOC(=O)/C=C/C,25
COC(=O)c1ccccc1/N=C/C(Cc1ccc(cc1)C(C)(C)C)C,76
CC1=C(C=C(C)C(C)O)C(C)(C)CCC1,108
CC1CC(C(C)O1)SC(=O)C,2
CC(C1c2cc(C(=O)C)c(cc2C(C1C)(C)C)C)C,86
C/C=C(/C(=O)OCCC(CCC=C(C)C)C)\C,89
CCCC/C=C/CC(=O)O,93
CCCCCC(=O)C(=O)C,40
CC(C)CCCC(C)(C)O,47
c1ccc(cc1)COC=O,25
CC1(C)C2CCC1(C)C(C2)C1CCC(CC1)O,108
COc1cc(OC)ccc1C(=O)O,93
CC(C)CCCCC=O,48
CCCCCCCCCCCC(OCC)OCC,55
CC/C=C/CCOC(OCC)C,54
COC(=O)CCCCCCCC(=O)OC,48
CCCC(=O)OC1CC(C)CCC1C(C)C,47
Oc1cc(O)c2c(c1)OC(C(C2)OC(=O)c1cc(O)c(c(c1)O)O)c1cc(O)c(c(c1)O)O,54
CCC(=O)/C=C/c1ccc(cc1)OC,96
CC(CCOCc1ccccc1)C,46
CCc1nccnc1CC,40
O=CC(=CCC1C(=CCCC1(C)C)C)C,108
C[C@@H]1CC[C@@]23C[C@H]1C(C)(C)[C@@H]3CC/C/2=C/C(=O)C,108
Cc1cncc(n1)C,32
CC(C)(C)c1cccc2c1cccn2,61
CCCCC1OC(C)CC(=C1)C,49
C1CCCCCc2c(CCCC1)nco2,54
O=C(Cc1ccccc1)OC/C=C(\CCC=C(C)C)/C,89
CC(=O)OC(C1CCC(=CC1)C)(C)C,96
CCCCCC(=O)OC/C=C/CCC,48
C=CC(C)(CCC=C(C)C)OC(=O)N(C)C,79
CC[C@H](C)C(=O)OCC,10
O=C1C=COC1C,47
CC(C)C1CC=C(C)c2ccc(C)cc12,108
CC/C=C\CC(OC(=O)C)C,48
CCCCC=CCOC(=O)CC(C)C,96
CCCCC/C(=C\c1ccccc1)/C(OC/C=C(/CCC=C(C)C)\C)OC/C=C(/CCC=C(C)C)\C,58
CC(=O)C(=O)c1ccccc1,81
CCOc1cc(ccc1O)COC,101
CCC1CC(=C(C(=O)C1C)C)CC,56
C[C@@H]1CC[C@H]([C@@H](C1)OC(=O)C)C(C)C,47
CC1C=CCCC1(C)C=O,53
CC(c1ccccc1C)C,84
CCCCC(=O)OCCCC,100
c1ccc(cc1)C=CCO,27
COc1ccncc1,94
CCC1=CC=C(CC(C)(C)C=O)C=C1,47
CC(=CCCC(=CCOC(=O)Cc1ccccc1)C)C,89
CCCCOC(C)OCCc1ccccc1,102
CCC/C=C\CCCOC(=O)C,41
OCC(C1CCCCC1)C,49
COc1cc(C)ccc1OC,96
CCCC(=O)OCSC,2
CC(=O)Oc1cc(ccc1C)C(C)C,55
CC(C)C1CCC(C)(CCOC(=O)C)S1,100
C1CCCCCC2COCC2CCCC1,39
O=C(CC(=O)C)OCc1ccccc1,96
CC([C@@H]1CC[C@]2([C@H]3[C@@H]1C[C@H](C3)C2=C)C)C,108
CC(C)CCCC(C)C(=C)O,86
CC1CCC(C(C1)OC(=O)C)C(C)C,96
CCC/C=C/CCCCC=O,54
N#C/C=C(\CCC=C(C)C)/C,62
CC/C=C/C=C/C=C/C=O,84
CCCCCC(OCCCC)OCCCC,54
CC[C@@H](C)CO,45
CCCC(=O)/C=C/C,47
COC(=O)c1ccccc1/N=C/C(Cc1ccc(cc1)C(C)C)C,76
CCc1cnc(CC)s1,65
Cc1c(CCOC(=O)C)scn1,22
CCCCCCCC(=O)OC/C=C/CCC,78
C[C@@H]1CC[C@H]2C(C)(C)[C@H]3C[C@@]12CC[C@]3(C)OC,23
OCC(Cc1cccc(c1)C)(C)C,47
COc1ccc(c(c1)O)C=O,101
CC(C)CC(C(=O)OC)O,96
CC1CCC2(C(C)(C)C3CCC2(C)C1C3)O,71
CCCCCC(C)(CC(C)C)O,48
CC1(C)C2CCC1(C)C(=O)C12CCCC1,108
CC(CCc1ccccc1)CC=O,1
OCCc1ccccc1C,47
CC1CCCCN1,90
COc1cc(CO)ccc1O,101
Cc1ccc(c(c1)C)O,80
O=C(C=C(C)C)OCCc1ccccc1,96
CCCCc1cnco1,65
CCOC(=O)CC(CC)C,48
CCCCCCCC(=O)OC/C=C(\C)/CCC=C(C)C,55
CCCOC(C)OCCC,47
C1=CC2C3CC(C2C1)C(C3)OCC=O,48
C1CCC2C(C1)CCC(=O)O2,96
CCCCC(CC)C(=O)OCC,47
CC=CC(=O)OC/C=C(\CCC=C(C)C)/C,47
CC(C)C(=O)OC(C)c1ccccc1,100
C=CC(CCCC(C)C)(O)C,108
COc1ccc(C=CC=O)cc1,92
CC[C@H](C)C(=O)OC,10
OCc1ccc(o1)C=O,43
CC1C(=O)C(=C(C)O1)O,13
CC(=O)OC1=C(C)OC(C1=O)C,47
CC1OC(C)OC(C)O1,96
C=CCc1ccc(c(c1)OC)OC(=O)CC(C)C,48
c1cc(ccc1CCN)O,65
CC(=CC)CO,47
CC(CCC=C(C)C)CCOC(=O)c1ccccc1,11
c1ccc(cc1)CC(=O)OCC1CCCO1,20
COc1ccccc1COC(=O)CC(C)C,96
CC(C)CC(=O)OCC(C)C,96
CC(=CCC[C@H](C)CC=O)C,29
c1cc(Cc2cc(Cc3ccco3)oc2)oc1,46
CCCCC[C@@H]1CCCC(=O)O1,96
C=CC(C#N)(CC=C(C)C)C,47
O=CC1=C(C)CCCC1(C)C,47
C1CCNC1,25
C(CS)S,95
Cc1cc(c2c(c1)c(C)cc(=O)o2)C(C)(C)C,86
O=CC(=C)C(CCC=C(C)C)C,62
CCCCCCCCCCCCCCCCOC(=O)C,43
CCCCCCCCCC(C)O,47
Cc1c(C)oc(C)n1,73
CCC=CSC,95
CC(=O)c1cccc2c1cccc2,86
C=CCOC(=O)/C=C/C=C/C,48
CC1=CC(=O)C(C)O1,48
CCC/C=C\CCCCC=O,83
O=C1CCCCC1C1=CCCCC1,83
CCC[C@H]1CCC(=O)O1,31
C/C=C(\C)/C(=O)OCC=C(C)C,48
CCC/C=C(\C)/C(=O)O,48
Cc1ccc(o1)C,42
Cc1c(c(=O)cco1)O,17
CC(=C1CC=C2[C@](C1)(C)[C@H](C)CC=C2)C,108
CC(=O)n1ccc2c1cccc2,18
CC(C)(C(C)(C)O)O,71
C=C1C2CC(CC1=O)C2(C)C,69
CCOC(=O)C1CCC=CC1,47
CC1=CC(=O)C(O1)C,22
CCC1C(=O)C(=CO1)CO,22
C(C[C@@H](C(=O)O)N)CN.Cl,54
CCCCCC1C(C)CC(=O)O1,105
CC(C)C(C)(C(C)C)C(=NC)O,36
C[C@H]1CCC2C1[C@H]1[C@H](C1(C)C)CCC2=C,108
CCCC(=O)OC/C=C(/CCC=C(C)C)\C,10
CC1C2CC(CC1=O)C2(C)C,94
C/C=C/C=C/C(=O)O,93
COC(=O)CCCSC,95
CC(CCCC(C)(C)O)CC=O.Cc1c[nH]c2ccccc12,8
C1C=C(C(=O)C1)O,97
CC(CC(=O)OC1CCCCC1)C,48
C/C(=C\CC1CC=C(C)C1(C)C)/CO,108
CC(C)[C@@H]1CC[C@@H](C)[C@]23CC[C@@](C)([C@@H]3[C@@H]12)O,94
O=CC(Cc1ccc2c(c1)OCO2)C,63
Cc1cnc(cn1)SCc1ccco1,95
CCC(C1CCCCC1OC(=O)C)C,108
C=Cc1c(CC)nc(C)cn1,40
CCc1ccc(cc1)OC,9
CCCC/C=C\CCCCCCCCCC=O,105
CC(C)(C)c1cnccn1,69
CCc1c(C(=O)C)nccn1,40
CCCC(=O)OCC(CCC(C)C)C(C)C,46
CCOC(=O)/C=C(\C)/CCC=C(C)C,108
CCOC(CC)(OCC)C=CC1C(C)=CCCC1(C)C,108
CCCCCCC(=O)C=C,84
C=C(C)C1CCC(C)C(=O)C1,69
C/C=C/C(=O)OC/C=C(/CCC=C(C)C)\C,46
O[C@H]([C@@H](NC(=O)[C@H](C(C)C)NC(=O)c1ccccn1)Cc1ccccc1)CN[C@@H](C(=O)N)Cc1ccccc1,101
CC=C(CCOC(=O)C)C,12
C/C=C/c1ccc(c(c1)OC)O,96
Cc1ccc(cc1)OCCO,58
CC(C)C1=CC(=O)C(C)CC1,69
COC(CC(CCCC(O)(C)C)C)OC,63
CC1OC(OC(C1)(C)C)c1ccccc1,106
C=C1[C@@H]2CC[C@@H](C2)C1(C)C,86
C/C=C/C(=O)OC(C)C1CCCCC1,105
CCC(C1CCCCC1=O)C,72
CCCCc1ccc(CC)s1,13
COCCC(CCCC(C)C)C,47
CC(C)CCOC=O,91
CC(=CC(=O)OCCc1ccccc1)C,96
CCCCC/C=C\C=C\C(=O)OCCCC,75
O=CC(=CCC(C)C)c1ccccc1,96
CCC(=O)OCCCCCC(C)C,48
COCC1CC=C2C(C1)C(C)CC2(C)C.COCC1CC=C2C(C)CC(C)(C)C2C1,55
C=CC=O,3
CSCCCC=O,102
O=CC1=CCC2CC1C2(C)C,21
CCCCCC(=O)OCCC(CCC=C(C)C)C,89
O=C1CCC(CC1C)CC1C2CCC(C1(C)C)C2,108
CCCc1cc(OC)c(c(c1)OC)O,80
CCCCC[C@H](C=C)O,67
C=C1[C@H]2CC[C@@H]3[C@H]2C(C)(C)CCC[C@]13C,89
CC(=O)O.OCCC=C(CCC=C(C)C)C,47
CC(CC(=O)CC(C)C)C,47
CC(C)(c1ccccc1)O,54
CC(C)CC(=O)Sc1cc(C)oc1C,88
CC(=C)CCOC(=O)C(C)(C)C,48
COC(=O)CCCCCCC(=O)OC,75
C=C(C)[C@@H]1C=CC2=CC(=O)C[C@@H](C)[C@]2(C)C1,52
C=C/C(=C/CCC(O)(C)C)/C,47
CC(CC(OC(=O)C)C)C,10
C=C1CC[C@@]23C[C@@H]1C(C)(C)[C@@H]2CC[C@H]3C,23
CC1COCc2cc3c(cc12)C(C)(C)C(C)C3(C)C,96
Oc1ccc(cc1)c1cc(=O)c2c(o1)cc(cc2O)O,47
CCCCCCCC1CC(OC1=O)C,48
C=CCCC(=O)C1CCCC(C)(C)C1,54
CSC(C(=O)C)C,95
C=C(C)CCCC(C)CCOC(=O)C(C)C,49
CCC/C=C/CCC(=O)C,13
CCCCC(=O)c1ccccc1,11
OC1CC2CC1CC2,21
Cc1nc2ccccc2nc1C,32
CCCCCC=CC(CC=C)O,54
CC/C=C/C(CC=C(C)C)(CO)CC,46
CCCCCC(C)CCC(=O)O,65
CC(=O)OCC(C(=C)C)CC=C(C)C,47
C=C(C)C1CCC(C)C(C1)OC(=O)C,89
CCCCCCCC=CC(=O)OCCCC,38
CCC1N=C(C(S1)C)C,88
NCCCNCCCCNCCCN,84
CC(C)c1ccccc1O,25
CC1(C)CCC[C@@]2(C)[C@H]1CC[C@]1(C)[C@@H]2CC(=O)O1,86
Cc1cnc(C)c(C(=O)C)n1,22
CCOC(=O)CC(C)CC(C)(C)C,107
Cc1ccc(cc1)OC(=O)c1ccccc1,80
CCC(=O)OC(C)(C=C)CCC=C(C)C,62
CC(CCC1(C)OCC(CO1)(C)C)C,47
CCCCCCCC(=Cc1ccccc1)C=O,60
CC1(C)CCCC23CCC(C)(CC12)C(=O)O3,39
COC(=O)C1CC2CCC1(OC)C=C2,55
CCCC=CC=CC=O,54
COc1cc(C)cc(c1)O,40
CCCCCCCC(=O)OCCCCCCC,105
O=C1[C@@]2(C)CC[C@@H](C1(C)C)C2,47
CCCCCC1CCCC1O,96
C=CC1(C)CCC(C(C)(C)O1)O,46
CC(CCC1C(C)CCCC1(C)C)O,108
CC([C@@H]1CC[C@]2([C@H]3[C@@H]1[C@H](CC3)C2=C)C)C,47
CC(=O)Oc1cc(C)ccc1C(C)C,55
O=CC(Cc1ccc(cc1)C)C,42
CCC(C)N,90
CC(C)CCCC(C)CCCC(=O)C,39
CC(C)C1CCC(=CC1=O)C,21
CC1CCC2CC1C2(C)C,84
CCCOC(C)OCCc1ccccc1,60
CC(C)CCOC(=O)C(=O)C,22
CCc1cc(ccn1)C(=C)C,73
CC(C)C1CCC(C)CC1=O,69
O=C(c1ccccc1N)OC/C=C/c1ccccc1,11
CC/C=C\CCOC(=O)C=Cc1ccccc1,47
CC1=NCSC1CCO,86
