SMILES,SENTENCE
CC1=C(CCC(=O)C)C(C)(C)CC=C1,floral
CCOC(=O)C(CC(=O)OCC)(CC(=O)OCC)O,odorless
OCCOc1ccc(cc1N)N.Cl.Cl,odorless
CC(c1ccc(cc1)C1OCCO1)(C)C,"sweet,herbal,resinous,spicy"
O=CCc1c(C)ccc2c1cccc2,"balsamic,orange,floral"
CCCC1CC(C)CC(=O)C1,"fresh,mint,fruity,floral"
CCCCCCCCOC(=O)/C=C/C,"fresh,herbal,fruity,floral"
c1ccc(cc1)CCCOC(=O)Cc1ccccc1,"balsamic,hyacinth,green,spicy"
CC1CCCC2(CCC(=O)O2)C1,"vanilla,herbal,green,grass"
Cc1ccccc1SSC,sulfuric
CCCCC[C@H](C)CCC(=O)O,"animalic,meat"
CCCCCC(=O)OC(C)(C=C)CCC=C(C)C,"green,pear,animalic,tropicalfruit"
CCCSSC,"spicy,sulfuric,alliaceous,vegetable,earthy"
O=Cc1ccc(cc1O)C,"phenolic,almond"
CCOC(C(C)C)OCC,"apple,ethereal"
CCOC(=O)/C=C/C,"chemical,fruity"
COC(=O)c1ccccc1/N=C/C(Cc1ccc(cc1)C(C)(C)C)C,"orange,violetflower,lily,resinous"
CC1=C(C=C(C)C(C)O)C(C)(C)CCC1,"woody,ethereal,ester"
CC1CC(C(C)O1)SC(=O)C,"alliaceous,roasted,meat"
CC(C1c2cc(C(=O)C)c(cc2C(C1C)(C)C)C)C,"resinous,musk,sweet,floral"
C/C=C(/C(=O)OCCC(CCC=C(C)C)C)\C,"rose,balsamic,herbal,leaf,fruity"
CCCC/C=C/CC(=O)O,"sour,pungent,apple"
CCCCCC(=O)C(=O)C,"earthy,vegetable,woody,pepper,aldehydic,fatty"
CC(C)CCCC(C)(C)O,"fresh,floral,woody,citrus,herbal"
c1ccc(cc1)COC=O,"chemical,cherry,almond"
CC1(C)C2CCC1(C)C(C2)C1CCC(CC1)O,"woody,clean,sweet,balsamic"
COc1cc(OC)ccc1C(=O)O,"sour,spicy"
CC(C)CCCCC=O,"fruity,sweet,green,orange"
CCCCCCCCCCCC(OCC)OCC,"herbal,oily,citrus"
CC/C=C/CCOC(OCC)C,green
COC(=O)CCCCCCCC(=O)OC,"fruity,fatty"
CCCC(=O)OC1CC(C)CCC1C(C)C,"fresh,mint,fruity"
Oc1cc(O)c2c(c1)OC(C(C2)OC(=O)c1cc(O)c(c(c1)O)O)c1cc(O)c(c(c1)O)O,"green,herbal,powdery,grass"
CCC(=O)/C=C/c1ccc(cc1)OC,"sweet,balsamic,berry"
CC(CCOCc1ccccc1)C,"floral,resinous"
CCc1nccnc1CC,"earthy,cacao,coffee"
O=CC(=CCC1C(=CCCC1(C)C)C)C,"woody,herbal,floral"
C[C@@H]1CC[C@@]23C[C@H]1C(C)(C)[C@@H]3CC/C/2=C/C(=O)C,"woody,ambery,musk"
Cc1cncc(n1)C,"coffee,cacao,nut"
CC(C)(C)c1cccc2c1cccn2,"leather,animalic,earthy,ethereal"
CCCCC1OC(C)CC(=C1)C,geranium
C1CCCCCc2c(CCCC1)nco2,"green,earthy,terpenic,woody"
O=C(Cc1ccccc1)OC/C=C(\CCC=C(C)C)/C,"rose,fruity,honey"
CC(=O)OC(C1CCC(=CC1)C)(C)C,"sweet,floral,herbal,coniferous,spicy"
CCCCCC(=O)OC/C=C/CCC,"fruity,green,musty,pungent"
C=CC(C)(CCC=C(C)C)OC(=O)N(C)C,pepper
CC[C@H](C)C(=O)OCC,"apple,lactonic"
O=C1C=COC1C,"fresh,burnt,fruity"
CC(C)C1CC=C(C)c2ccc(C)cc12,woody
CC/C=C\CC(OC(=O)C)C,"fruity,green"
CCCCC=CCOC(=O)CC(C)C,"sweet,green"
CCCCC/C(=C\c1ccccc1)/C(OC/C=C(/CCC=C(C)C)\C)OC/C=C(/CCC=C(C)C)\C,jasmin
CC(=O)C(=O)c1ccccc1,"plastic,butter,honey"
CCOc1cc(ccc1O)COC,"vanilla,spicy,floral,clove,powdery,dairy,burnt,balsamic"
CCC1CC(=C(C(=O)C1C)C)CC,"honey,floral,woody"
C[C@@H]1CC[C@H]([C@@H](C1)OC(=O)C)C(C)C,"fresh,mint,fruity"
CC1C=CCCC1(C)C=O,"grass,aldehydic,waxy"
CC(c1ccccc1C)C,"pungent,chemical,terpenic"
CCCCC(=O)OCCCC,"tropicalfruit,green"
c1ccc(cc1)C=CCO,"cinnamon,floral,green,fermented,powdery,balsamic"
COc1ccncc1,"spicy,smoky"
CCC1=CC=C(CC(C)(C)C=O)C=C1,"fresh,lily"
CC(=CCCC(=CCOC(=O)Cc1ccccc1)C)C,"rose,tropicalfruit,honey,balsamic"
CCCCOC(C)OCCc1ccccc1,"vegetable,leaf"
CCC/C=C\CCCOC(=O)C,"ester,seafood,pear"
OCC(C1CCCCC1)C,"geranium,mint,balsamic,lily"
COc1cc(C)ccc1OC,"sweet,phenolic,spicy"
CCCC(=O)OCSC,"alliaceous,musty,gourmand,tropicalfruit,vegetable"
CC(=O)Oc1cc(ccc1C)C(C)C,"herbal,spicy,phenolic,fruity"
CC(C)C1CCC(C)(CCOC(=O)C)S1,"tropicalfruit,berry,floral,pepper"
C1CCCCCC2COCC2CCCC1,"dry,ambery"
O=C(CC(=O)C)OCc1ccccc1,"sweet,resinous,fruity"
CC([C@@H]1CC[C@]2([C@H]3[C@@H]1C[C@H](C3)C2=C)C)C,"woody,herbal"
CC(C)CCCC(C)C(=C)O,"resinous,herbal"
CC1CCC(C(C1)OC(=O)C)C(C)C,"sweet,cooling,fruity,green,herbal"
CCC/C=C/CCCCC=O,"green,cucumber"
N#C/C=C(\CCC=C(C)C)/C,"lemon,floral"
CC/C=C/C=C/C=C/C=O,"pungent,rancid,fatty,green,fruity"
CCCCCC(OCCCC)OCCCC,green
CC[C@@H](C)CO,"fermented,fatty"
CCCC(=O)/C=C/C,"fresh,fruity,burnt"
COC(=O)c1ccccc1/N=C/C(Cc1ccc(cc1)C(C)C)C,"orange,floral"
CCc1cnc(CC)s1,"meat,musty,nut"
Cc1c(CCOC(=O)C)scn1,"caramellic,gourmand,meat,bread"
CCCCCCCC(=O)OC/C=C/CCC,pear
C[C@@H]1CC[C@H]2C(C)(C)[C@H]3C[C@@]12CC[C@]3(C)OC,"cedar,dry,ambergris,earthy,ethereal"
OCC(Cc1cccc(c1)C)(C)C,"fresh,lily,fruity"
COc1ccc(c(c1)O)C=O,"vanilla,medicinal"
CC(C)CC(C(=O)OC)O,"sweet,fruity,musty"
CC1CCC2(C(C)(C)C3CCC2(C)C1C3)O,"musk,earthy,earthy,camphor"
